,Day/Eve,Number 1,Number 2,Number 3,Date
8010,E,3.0,3.0,4.0,2008-04-30
8012,E,7.0,3.0,1.0,2008-04-29
8014,E,6.0,5.0,1.0,2008-04-28
8015,E,7.0,7.0,8.0,2008-04-27
8017,E,6.0,4.0,7.0,2008-04-26
8019,E,4.0,4.0,8.0,2008-04-25
8021,E,9.0,4.0,6.0,2008-04-24
8023,E,8.0,5.0,3.0,2008-04-23
8025,E,1.0,0.0,5.0,2008-04-22
8027,E,1.0,1.0,6.0,2008-04-21
8028,E,3.0,4.0,6.0,2008-04-20
8030,E,3.0,6.0,1.0,2008-04-19
8032,E,3.0,5.0,3.0,2008-04-18
8034,E,5.0,1.0,2.0,2008-04-17
8036,E,8.0,7.0,0.0,2008-04-16
8038,E,0.0,3.0,9.0,2008-04-15
8040,E,3.0,5.0,6.0,2008-04-14
8041,E,5.0,3.0,1.0,2008-04-13
8043,E,3.0,1.0,9.0,2008-04-12
8045,E,6.0,3.0,2.0,2008-04-11
8047,E,5.0,1.0,5.0,2008-04-10
8049,E,5.0,6.0,6.0,2008-04-09
8051,E,0.0,9.0,6.0,2008-04-08
8053,E,1.0,0.0,9.0,2008-04-07
8054,E,6.0,3.0,6.0,2008-04-06
8056,E,1.0,0.0,4.0,2008-04-05
8058,E,5.0,8.0,7.0,2008-04-04
8060,E,8.0,0.0,7.0,2008-04-03
8062,E,0.0,7.0,8.0,2008-04-02
8064,E,6.0,6.0,0.0,2008-04-01
8066,E,0.0,0.0,9.0,2008-03-31
8067,E,4.0,4.0,5.0,2008-03-30
8068,E,2.0,9.0,6.0,2008-03-29
8069,E,1.0,4.0,3.0,2008-03-28
8070,E,4.0,7.0,0.0,2008-03-27
8071,E,8.0,4.0,5.0,2008-03-26
8072,E,4.0,0.0,3.0,2008-03-25
8073,E,1.0,1.0,2.0,2008-03-24
8074,E,3.0,8.0,1.0,2008-03-23
8075,E,6.0,1.0,2.0,2008-03-22
8076,E,6.0,3.0,9.0,2008-03-21
8077,E,5.0,4.0,9.0,2008-03-20
8078,E,6.0,2.0,9.0,2008-03-19
8079,E,3.0,7.0,0.0,2008-03-18
8080,E,6.0,2.0,2.0,2008-03-17
8081,E,7.0,9.0,4.0,2008-03-16
8082,E,4.0,2.0,7.0,2008-03-15
8083,E,2.0,5.0,6.0,2008-03-14
8084,E,4.0,2.0,3.0,2008-03-13
8085,E,6.0,5.0,5.0,2008-03-12
8086,E,2.0,1.0,1.0,2008-03-11
8087,E,3.0,3.0,6.0,2008-03-10
8088,E,2.0,1.0,2.0,2008-03-09
8089,E,7.0,2.0,2.0,2008-03-08
8090,E,9.0,9.0,2.0,2008-03-07
8091,E,9.0,0.0,4.0,2008-03-06
8092,E,0.0,2.0,5.0,2008-03-05
8093,E,2.0,6.0,1.0,2008-03-04
8094,E,1.0,8.0,1.0,2008-03-03
8095,E,8.0,7.0,0.0,2008-03-02
8096,E,5.0,2.0,5.0,2008-03-01
8097,E,5.0,0.0,2.0,2008-02-29
8098,E,1.0,0.0,0.0,2008-02-28
8099,E,3.0,7.0,6.0,2008-02-27
8100,E,0.0,6.0,1.0,2008-02-26
8101,E,1.0,1.0,9.0,2008-02-25
8102,E,8.0,9.0,5.0,2008-02-24
8103,E,7.0,3.0,3.0,2008-02-23
8104,E,7.0,8.0,9.0,2008-02-22
8105,E,7.0,6.0,7.0,2008-02-21
8106,E,5.0,0.0,6.0,2008-02-20
8107,E,5.0,8.0,7.0,2008-02-19
8108,E,5.0,3.0,2.0,2008-02-18
8109,E,3.0,7.0,6.0,2008-02-17
8110,E,6.0,0.0,1.0,2008-02-16
8111,E,2.0,0.0,2.0,2008-02-15
8112,E,3.0,0.0,0.0,2008-02-14
8113,E,6.0,8.0,5.0,2008-02-13
8114,E,0.0,2.0,8.0,2008-02-12
8115,E,0.0,3.0,3.0,2008-02-11
8116,E,6.0,1.0,9.0,2008-02-10
8117,E,6.0,6.0,7.0,2008-02-09
8118,E,3.0,9.0,9.0,2008-02-08
8119,E,5.0,6.0,2.0,2008-02-07
8120,E,3.0,2.0,2.0,2008-02-06
8121,E,8.0,1.0,6.0,2008-02-05
8122,E,0.0,4.0,3.0,2008-02-04
8123,E,9.0,9.0,0.0,2008-02-03
8124,E,9.0,4.0,0.0,2008-02-02
8125,E,3.0,5.0,2.0,2008-02-01
8126,E,1.0,1.0,3.0,2008-01-31
8127,E,5.0,7.0,3.0,2008-01-30
8128,E,3.0,6.0,5.0,2008-01-29
8129,E,9.0,7.0,0.0,2008-01-28
8130,E,7.0,2.0,1.0,2008-01-27
8131,E,6.0,3.0,7.0,2008-01-26
8132,E,8.0,7.0,8.0,2008-01-25
8133,E,3.0,6.0,4.0,2008-01-24
8134,E,1.0,8.0,3.0,2008-01-23
8135,E,7.0,9.0,4.0,2008-01-22
8136,E,0.0,6.0,1.0,2008-01-21
8137,E,0.0,0.0,1.0,2008-01-20
8138,E,0.0,0.0,0.0,2008-01-19
8139,E,6.0,5.0,7.0,2008-01-18
8140,E,8.0,3.0,5.0,2008-01-17
8141,E,8.0,2.0,6.0,2008-01-16
8142,E,5.0,4.0,5.0,2008-01-15
8143,E,1.0,7.0,8.0,2008-01-14
8144,E,0.0,7.0,6.0,2008-01-13
8145,E,2.0,8.0,5.0,2008-01-12
8146,E,4.0,2.0,4.0,2008-01-11
8147,E,7.0,5.0,3.0,2008-01-10
8148,E,6.0,6.0,2.0,2008-01-09
8149,E,9.0,5.0,0.0,2008-01-08
8150,E,3.0,5.0,5.0,2008-01-07
8151,E,0.0,9.0,3.0,2008-01-06
8152,E,1.0,9.0,8.0,2008-01-05
8153,E,6.0,9.0,9.0,2008-01-04
8154,E,2.0,6.0,5.0,2008-01-03
8155,E,9.0,7.0,8.0,2008-01-02
8156,E,5.0,6.0,8.0,2008-01-01
8157,E,0.0,8.0,3.0,2007-12-31
8158,E,1.0,9.0,4.0,2007-12-30
8159,E,2.0,6.0,5.0,2007-12-29
8160,E,0.0,7.0,5.0,2007-12-28
8161,E,4.0,3.0,0.0,2007-12-27
8162,E,4.0,7.0,9.0,2007-12-26
8163,E,3.0,7.0,1.0,2007-12-25
8164,E,9.0,1.0,8.0,2007-12-24
8165,E,7.0,6.0,8.0,2007-12-23
8166,E,7.0,9.0,2.0,2007-12-22
8167,E,3.0,5.0,6.0,2007-12-21
8168,E,8.0,0.0,6.0,2007-12-20
8169,E,0.0,1.0,0.0,2007-12-19
8170,E,1.0,3.0,0.0,2007-12-18
8171,E,9.0,5.0,5.0,2007-12-17
8172,E,7.0,7.0,7.0,2007-12-16
8173,E,7.0,9.0,1.0,2007-12-15
8174,E,8.0,7.0,8.0,2007-12-14
8175,E,5.0,7.0,8.0,2007-12-13
8176,E,0.0,4.0,5.0,2007-12-12
8177,E,8.0,5.0,0.0,2007-12-11
8178,E,7.0,1.0,7.0,2007-12-10
8179,E,4.0,0.0,1.0,2007-12-09
8180,E,7.0,7.0,1.0,2007-12-08
8181,E,0.0,0.0,3.0,2007-12-07
8182,E,6.0,0.0,0.0,2007-12-06
8183,E,8.0,7.0,6.0,2007-12-05
8184,E,4.0,9.0,0.0,2007-12-04
8185,E,3.0,7.0,7.0,2007-12-03
8186,E,0.0,3.0,0.0,2007-12-02
8187,E,2.0,0.0,7.0,2007-12-01
8188,E,2.0,6.0,2.0,2007-11-30
8189,E,0.0,1.0,8.0,2007-11-29
8190,E,9.0,2.0,9.0,2007-11-28
8191,E,3.0,6.0,3.0,2007-11-27
8192,E,1.0,9.0,3.0,2007-11-26
8193,E,5.0,2.0,2.0,2007-11-25
8194,E,8.0,1.0,0.0,2007-11-24
8195,E,1.0,5.0,9.0,2007-11-23
8196,E,9.0,6.0,7.0,2007-11-22
8197,E,9.0,9.0,7.0,2007-11-21
8198,E,4.0,1.0,7.0,2007-11-20
8199,E,7.0,4.0,0.0,2007-11-19
8200,E,8.0,6.0,1.0,2007-11-18
8201,E,6.0,3.0,0.0,2007-11-17
8202,E,2.0,8.0,0.0,2007-11-16
8203,E,4.0,0.0,9.0,2007-11-15
8204,E,0.0,6.0,9.0,2007-11-14
8205,E,1.0,2.0,8.0,2007-11-13
8206,E,6.0,0.0,7.0,2007-11-12
8207,E,8.0,6.0,0.0,2007-11-11
8208,E,2.0,2.0,3.0,2007-11-10
8209,E,8.0,5.0,8.0,2007-11-09
8210,E,8.0,1.0,1.0,2007-11-08
8211,E,2.0,4.0,2.0,2007-11-07
8212,E,4.0,7.0,6.0,2007-11-06
8213,E,1.0,7.0,2.0,2007-11-05
8214,E,7.0,6.0,4.0,2007-11-04
8215,E,0.0,3.0,9.0,2007-11-03
8216,E,0.0,9.0,9.0,2007-11-02
8217,E,2.0,7.0,9.0,2007-11-01
8218,E,7.0,5.0,5.0,2007-10-31
8219,E,5.0,5.0,6.0,2007-10-30
8220,E,5.0,3.0,6.0,2007-10-29
8221,E,9.0,8.0,1.0,2007-10-28
8222,E,9.0,8.0,1.0,2007-10-27
8223,E,1.0,5.0,9.0,2007-10-26
8224,E,7.0,2.0,9.0,2007-10-25
8225,E,5.0,0.0,5.0,2007-10-24
8226,E,6.0,6.0,2.0,2007-10-23
8227,E,8.0,8.0,2.0,2007-10-22
8228,E,4.0,7.0,9.0,2007-10-21
8229,E,4.0,2.0,6.0,2007-10-20
8230,E,8.0,2.0,6.0,2007-10-19
8231,E,1.0,7.0,9.0,2007-10-18
8232,E,6.0,1.0,8.0,2007-10-17
8233,E,4.0,5.0,6.0,2007-10-16
8234,E,7.0,3.0,9.0,2007-10-15
8235,E,3.0,3.0,4.0,2007-10-14
8236,E,4.0,0.0,1.0,2007-10-13
8237,E,9.0,5.0,0.0,2007-10-12
8238,E,7.0,7.0,4.0,2007-10-11
8239,E,7.0,8.0,9.0,2007-10-10
8240,E,1.0,4.0,4.0,2007-10-09
8241,E,0.0,0.0,9.0,2007-10-08
8242,E,0.0,6.0,5.0,2007-10-07
8243,E,8.0,1.0,7.0,2007-10-06
8244,E,2.0,6.0,3.0,2007-10-05
8245,E,9.0,5.0,9.0,2007-10-04
8246,E,2.0,3.0,2.0,2007-10-03
8247,E,3.0,1.0,2.0,2007-10-02
8248,E,6.0,2.0,0.0,2007-10-01
8249,E,1.0,0.0,4.0,2007-09-30
8250,E,4.0,7.0,7.0,2007-09-29
8251,E,2.0,8.0,0.0,2007-09-28
8252,E,5.0,1.0,9.0,2007-09-27
8253,E,8.0,2.0,3.0,2007-09-26
8254,E,7.0,6.0,9.0,2007-09-25
8255,E,8.0,9.0,0.0,2007-09-24
8256,E,1.0,4.0,6.0,2007-09-23
8257,E,7.0,1.0,7.0,2007-09-22
8258,E,8.0,3.0,4.0,2007-09-21
8259,E,6.0,7.0,8.0,2007-09-20
8260,E,6.0,0.0,6.0,2007-09-19
8261,E,0.0,6.0,4.0,2007-09-18
8262,E,7.0,5.0,7.0,2007-09-17
8263,E,6.0,3.0,9.0,2007-09-16
8264,E,1.0,3.0,8.0,2007-09-15
8265,E,5.0,7.0,5.0,2007-09-14
8266,E,1.0,6.0,1.0,2007-09-13
8267,E,2.0,5.0,7.0,2007-09-12
8268,E,9.0,5.0,1.0,2007-09-11
8269,E,0.0,6.0,0.0,2007-09-10
8270,E,4.0,9.0,3.0,2007-09-09
8271,E,3.0,7.0,2.0,2007-09-08
8272,E,0.0,6.0,0.0,2007-09-07
8273,E,7.0,4.0,9.0,2007-09-06
8274,E,5.0,4.0,4.0,2007-09-05
8275,E,2.0,2.0,6.0,2007-09-04
8276,E,4.0,2.0,8.0,2007-09-03
8277,E,4.0,8.0,2.0,2007-09-02
8278,E,6.0,3.0,0.0,2007-09-01
8279,E,0.0,0.0,2.0,2007-08-31
8280,E,8.0,2.0,6.0,2007-08-30
8281,E,3.0,5.0,4.0,2007-08-29
8282,E,5.0,6.0,6.0,2007-08-28
8283,E,1.0,2.0,9.0,2007-08-27
8284,E,4.0,9.0,7.0,2007-08-26
8285,E,1.0,0.0,5.0,2007-08-25
8286,E,2.0,9.0,8.0,2007-08-24
8287,E,6.0,2.0,3.0,2007-08-23
8288,E,7.0,3.0,3.0,2007-08-22
8289,E,6.0,0.0,9.0,2007-08-21
8290,E,0.0,7.0,4.0,2007-08-20
8291,E,4.0,6.0,7.0,2007-08-19
8292,E,5.0,0.0,7.0,2007-08-18
8293,E,7.0,1.0,3.0,2007-08-17
8294,E,1.0,8.0,9.0,2007-08-16
8295,E,0.0,3.0,7.0,2007-08-15
8296,E,5.0,0.0,2.0,2007-08-14
8297,E,6.0,6.0,7.0,2007-08-13
8298,E,9.0,1.0,5.0,2007-08-12
8299,E,9.0,3.0,1.0,2007-08-11
8300,E,6.0,4.0,0.0,2007-08-10
8301,E,9.0,4.0,0.0,2007-08-09
8302,E,4.0,6.0,3.0,2007-08-08
8303,E,1.0,5.0,9.0,2007-08-07
8304,E,8.0,6.0,5.0,2007-08-06
8305,E,2.0,1.0,9.0,2007-08-05
8306,E,2.0,0.0,8.0,2007-08-04
8307,E,4.0,5.0,3.0,2007-08-03
8308,E,6.0,4.0,7.0,2007-08-02
8309,E,8.0,1.0,6.0,2007-08-01
8310,E,6.0,6.0,3.0,2007-07-31
8311,E,6.0,0.0,2.0,2007-07-30
8312,E,6.0,3.0,0.0,2007-07-29
8313,E,9.0,0.0,5.0,2007-07-28
8314,E,2.0,0.0,5.0,2007-07-27
8315,E,1.0,5.0,4.0,2007-07-26
8316,E,4.0,5.0,3.0,2007-07-25
8317,E,9.0,3.0,6.0,2007-07-24
8318,E,2.0,0.0,3.0,2007-07-23
8319,E,6.0,2.0,8.0,2007-07-22
8320,E,1.0,9.0,2.0,2007-07-21
8321,E,3.0,8.0,1.0,2007-07-20
8322,E,2.0,7.0,7.0,2007-07-19
8323,E,0.0,3.0,4.0,2007-07-18
8324,E,9.0,5.0,2.0,2007-07-17
8325,E,7.0,4.0,3.0,2007-07-16
8326,E,2.0,8.0,6.0,2007-07-15
8327,E,3.0,7.0,2.0,2007-07-14
8328,E,8.0,6.0,6.0,2007-07-13
8329,E,9.0,0.0,8.0,2007-07-12
8330,E,4.0,1.0,7.0,2007-07-11
8331,E,9.0,3.0,8.0,2007-07-10
8332,E,6.0,5.0,6.0,2007-07-09
8333,E,1.0,5.0,4.0,2007-07-08
8334,E,3.0,5.0,7.0,2007-07-07
8335,E,0.0,2.0,9.0,2007-07-06
8336,E,7.0,3.0,1.0,2007-07-05
8337,E,9.0,9.0,5.0,2007-07-04
8338,E,2.0,7.0,3.0,2007-07-03
8339,E,1.0,6.0,5.0,2007-07-02
8340,E,4.0,6.0,5.0,2007-07-01
8341,E,9.0,7.0,7.0,2007-06-30
8342,E,2.0,2.0,6.0,2007-06-29
8343,E,9.0,3.0,2.0,2007-06-28
8344,E,5.0,4.0,5.0,2007-06-27
8345,E,1.0,0.0,9.0,2007-06-26
8346,E,7.0,8.0,8.0,2007-06-25
8347,E,9.0,2.0,3.0,2007-06-24
8348,E,9.0,1.0,5.0,2007-06-23
8349,E,6.0,1.0,2.0,2007-06-22
8350,E,4.0,1.0,2.0,2007-06-21
8351,E,1.0,9.0,8.0,2007-06-20
8352,E,7.0,0.0,2.0,2007-06-19
8353,E,5.0,7.0,1.0,2007-06-18
8354,E,5.0,4.0,0.0,2007-06-17
8355,E,0.0,4.0,9.0,2007-06-16
8356,E,9.0,8.0,4.0,2007-06-15
8357,E,2.0,0.0,3.0,2007-06-14
8358,E,0.0,3.0,2.0,2007-06-13
8359,E,3.0,4.0,4.0,2007-06-12
8360,E,4.0,5.0,7.0,2007-06-11
8361,E,1.0,3.0,4.0,2007-06-10
8362,E,3.0,8.0,5.0,2007-06-09
8363,E,5.0,4.0,9.0,2007-06-08
8364,E,2.0,9.0,2.0,2007-06-07
8365,E,4.0,7.0,1.0,2007-06-06
8366,E,0.0,7.0,7.0,2007-06-05
8367,E,8.0,9.0,0.0,2007-06-04
8368,E,4.0,5.0,9.0,2007-06-03
8369,E,2.0,0.0,1.0,2007-06-02
8370,E,2.0,8.0,7.0,2007-06-01
8371,E,3.0,3.0,0.0,2007-05-31
8372,E,6.0,1.0,7.0,2007-05-30
8373,E,6.0,4.0,0.0,2007-05-29
8374,E,3.0,0.0,6.0,2007-05-28
8375,E,9.0,5.0,8.0,2007-05-27
8376,E,8.0,4.0,8.0,2007-05-26
8377,E,1.0,8.0,5.0,2007-05-25
8378,E,0.0,8.0,0.0,2007-05-24
8379,E,8.0,1.0,5.0,2007-05-23
8380,E,3.0,6.0,4.0,2007-05-22
8381,E,0.0,3.0,2.0,2007-05-21
8382,E,2.0,3.0,8.0,2007-05-20
8383,E,1.0,6.0,2.0,2007-05-19
8384,E,4.0,7.0,3.0,2007-05-18
8385,E,8.0,6.0,1.0,2007-05-17
8386,E,0.0,8.0,4.0,2007-05-16
8387,E,0.0,7.0,7.0,2007-05-15
8388,E,2.0,9.0,1.0,2007-05-14
8389,E,6.0,0.0,9.0,2007-05-13
8390,E,1.0,8.0,8.0,2007-05-12
8391,E,4.0,2.0,9.0,2007-05-11
8392,E,7.0,3.0,8.0,2007-05-10
8393,E,3.0,1.0,4.0,2007-05-09
8394,E,7.0,6.0,8.0,2007-05-08
8395,E,7.0,7.0,9.0,2007-05-07
8396,E,6.0,5.0,8.0,2007-05-06
8397,E,7.0,1.0,2.0,2007-05-05
8398,E,2.0,7.0,0.0,2007-05-04
8399,E,7.0,8.0,5.0,2007-05-03
8400,E,4.0,6.0,0.0,2007-05-02
8401,E,6.0,0.0,5.0,2007-05-01
8402,E,0.0,7.0,3.0,2007-04-30
8403,E,6.0,5.0,7.0,2007-04-29
8404,E,1.0,0.0,0.0,2007-04-28
8405,E,0.0,3.0,0.0,2007-04-27
8406,E,3.0,8.0,4.0,2007-04-26
8407,E,6.0,3.0,2.0,2007-04-25
8408,E,5.0,5.0,4.0,2007-04-24
8409,E,7.0,8.0,8.0,2007-04-23
8410,E,3.0,0.0,9.0,2007-04-22
8411,E,1.0,8.0,1.0,2007-04-21
8412,E,2.0,7.0,4.0,2007-04-20
8413,E,5.0,5.0,6.0,2007-04-19
8414,E,1.0,2.0,4.0,2007-04-18
8415,E,1.0,7.0,9.0,2007-04-17
8416,E,8.0,5.0,8.0,2007-04-16
8417,E,0.0,6.0,3.0,2007-04-15
8418,E,0.0,2.0,3.0,2007-04-14
8419,E,3.0,5.0,3.0,2007-04-13
8420,E,1.0,7.0,6.0,2007-04-12
8421,E,7.0,7.0,6.0,2007-04-11
8422,E,9.0,2.0,4.0,2007-04-10
8423,E,9.0,0.0,7.0,2007-04-09
8424,E,8.0,9.0,7.0,2007-04-08
8425,E,8.0,2.0,5.0,2007-04-07
8426,E,8.0,4.0,8.0,2007-04-06
8427,E,3.0,3.0,8.0,2007-04-05
8428,E,9.0,9.0,5.0,2007-04-04
8429,E,4.0,8.0,9.0,2007-04-03
8430,E,6.0,3.0,6.0,2007-04-02
8431,E,0.0,1.0,5.0,2007-04-01
8432,E,2.0,0.0,7.0,2007-03-31
8433,E,1.0,7.0,7.0,2007-03-30
8434,E,9.0,6.0,6.0,2007-03-29
8435,E,8.0,4.0,1.0,2007-03-28
8436,E,3.0,5.0,5.0,2007-03-27
8437,E,7.0,9.0,7.0,2007-03-26
8438,E,1.0,3.0,5.0,2007-03-25
8439,E,8.0,2.0,0.0,2007-03-24
8440,E,1.0,1.0,1.0,2007-03-23
8441,E,2.0,1.0,9.0,2007-03-22
8442,E,9.0,0.0,8.0,2007-03-21
8443,E,9.0,6.0,2.0,2007-03-20
8444,E,1.0,1.0,0.0,2007-03-19
8445,E,0.0,2.0,1.0,2007-03-18
8446,E,4.0,9.0,3.0,2007-03-17
8447,E,9.0,5.0,7.0,2007-03-16
8448,E,1.0,6.0,6.0,2007-03-15
8449,E,6.0,5.0,9.0,2007-03-14
8450,E,3.0,5.0,1.0,2007-03-13
8451,E,1.0,9.0,7.0,2007-03-12
8452,E,4.0,9.0,9.0,2007-03-11
8453,E,4.0,7.0,7.0,2007-03-10
8454,E,3.0,2.0,9.0,2007-03-09
8455,E,2.0,4.0,3.0,2007-03-08
8456,E,1.0,7.0,8.0,2007-03-07
8457,E,8.0,6.0,4.0,2007-03-06
8458,E,1.0,5.0,4.0,2007-03-05
8459,E,4.0,4.0,0.0,2007-03-04
8460,E,5.0,4.0,9.0,2007-03-03
8461,E,4.0,4.0,3.0,2007-03-02
8462,E,3.0,2.0,5.0,2007-03-01
8463,E,9.0,4.0,8.0,2007-02-28
8464,E,6.0,1.0,3.0,2007-02-27
8465,E,8.0,1.0,3.0,2007-02-26
8466,E,9.0,7.0,2.0,2007-02-25
8467,E,8.0,5.0,1.0,2007-02-24
8468,E,0.0,5.0,9.0,2007-02-23
8469,E,7.0,5.0,6.0,2007-02-22
8470,E,1.0,6.0,6.0,2007-02-21
8471,E,7.0,6.0,8.0,2007-02-20
8472,E,1.0,9.0,4.0,2007-02-19
8473,E,5.0,7.0,8.0,2007-02-18
8474,E,1.0,7.0,1.0,2007-02-17
8475,E,5.0,2.0,6.0,2007-02-16
8476,E,1.0,8.0,7.0,2007-02-15
8477,E,3.0,3.0,7.0,2007-02-14
8478,E,5.0,6.0,7.0,2007-02-13
8479,E,1.0,8.0,4.0,2007-02-12
8480,E,0.0,9.0,2.0,2007-02-11
8481,E,3.0,5.0,9.0,2007-02-10
8482,E,0.0,1.0,2.0,2007-02-09
8483,E,9.0,2.0,6.0,2007-02-08
8484,E,1.0,6.0,2.0,2007-02-07
8485,E,1.0,1.0,9.0,2007-02-06
8486,E,2.0,6.0,7.0,2007-02-05
8487,E,7.0,6.0,0.0,2007-02-04
8488,E,9.0,5.0,5.0,2007-02-03
8489,E,3.0,9.0,0.0,2007-02-02
8490,E,4.0,4.0,3.0,2007-02-01
8491,E,3.0,6.0,4.0,2007-01-31
8492,E,0.0,2.0,1.0,2007-01-30
8493,E,6.0,9.0,7.0,2007-01-29
8494,E,3.0,6.0,2.0,2007-01-28
8495,E,3.0,5.0,9.0,2007-01-27
8496,E,8.0,1.0,5.0,2007-01-26
8497,E,8.0,4.0,0.0,2007-01-25
8498,E,2.0,9.0,3.0,2007-01-24
8499,E,4.0,0.0,7.0,2007-01-23
8500,E,9.0,4.0,6.0,2007-01-22
8501,E,3.0,2.0,2.0,2007-01-21
8502,E,0.0,4.0,4.0,2007-01-20
8503,E,7.0,6.0,1.0,2007-01-19
8504,E,1.0,0.0,5.0,2007-01-18
8505,E,4.0,5.0,4.0,2007-01-17
8506,E,0.0,7.0,1.0,2007-01-16
8507,E,3.0,4.0,2.0,2007-01-15
8508,E,9.0,3.0,8.0,2007-01-14
8509,E,0.0,6.0,1.0,2007-01-13
8510,E,6.0,6.0,5.0,2007-01-12
8511,E,8.0,2.0,0.0,2007-01-11
8512,E,9.0,1.0,7.0,2007-01-10
8513,E,5.0,8.0,7.0,2007-01-09
8514,E,2.0,8.0,9.0,2007-01-08
8515,E,6.0,3.0,7.0,2007-01-07
8516,E,0.0,8.0,2.0,2007-01-06
8517,E,2.0,9.0,5.0,2007-01-05
8518,E,2.0,6.0,4.0,2007-01-04
8519,E,5.0,9.0,9.0,2007-01-03
8520,E,2.0,6.0,6.0,2007-01-02
8521,E,7.0,0.0,8.0,2007-01-01
8522,E,4.0,5.0,0.0,2006-12-31
8523,E,4.0,6.0,0.0,2006-12-30
8524,E,5.0,2.0,5.0,2006-12-29
8525,E,6.0,3.0,9.0,2006-12-28
8526,E,8.0,8.0,1.0,2006-12-27
8527,E,5.0,5.0,2.0,2006-12-26
8528,E,9.0,3.0,8.0,2006-12-25
8529,E,1.0,0.0,4.0,2006-12-24
8530,E,2.0,7.0,4.0,2006-12-23
8531,E,3.0,6.0,3.0,2006-12-22
8532,E,7.0,4.0,2.0,2006-12-21
8533,E,9.0,1.0,8.0,2006-12-20
8534,E,2.0,7.0,1.0,2006-12-19
8535,E,7.0,8.0,7.0,2006-12-18
8536,E,0.0,7.0,0.0,2006-12-17
8537,E,8.0,7.0,1.0,2006-12-16
8538,E,4.0,4.0,7.0,2006-12-15
8539,E,0.0,0.0,4.0,2006-12-14
8540,E,5.0,1.0,6.0,2006-12-13
8541,E,0.0,1.0,5.0,2006-12-12
8542,E,0.0,7.0,9.0,2006-12-11
8543,E,5.0,1.0,8.0,2006-12-10
8544,E,0.0,4.0,9.0,2006-12-09
8545,E,6.0,0.0,3.0,2006-12-08
8546,E,5.0,5.0,8.0,2006-12-07
8547,E,4.0,6.0,7.0,2006-12-06
8548,E,7.0,2.0,6.0,2006-12-05
8549,E,9.0,7.0,6.0,2006-12-04
8550,E,4.0,1.0,1.0,2006-12-03
8551,E,0.0,3.0,8.0,2006-12-02
8552,E,9.0,3.0,7.0,2006-12-01
8553,E,8.0,5.0,1.0,2006-11-30
8554,E,5.0,2.0,0.0,2006-11-29
8555,E,0.0,2.0,2.0,2006-11-28
8556,E,9.0,2.0,9.0,2006-11-27
8557,E,2.0,0.0,1.0,2006-11-26
8558,E,2.0,2.0,5.0,2006-11-25
8559,E,9.0,9.0,1.0,2006-11-24
8560,E,4.0,2.0,9.0,2006-11-23
8561,E,2.0,5.0,6.0,2006-11-22
8562,E,8.0,4.0,8.0,2006-11-21
8563,E,5.0,7.0,6.0,2006-11-20
8564,E,0.0,3.0,0.0,2006-11-19
8565,E,6.0,6.0,7.0,2006-11-18
8566,E,5.0,8.0,3.0,2006-11-17
8567,E,6.0,9.0,6.0,2006-11-16
8568,E,8.0,5.0,6.0,2006-11-15
8569,E,8.0,0.0,6.0,2006-11-14
8570,E,8.0,2.0,3.0,2006-11-13
8571,E,7.0,9.0,5.0,2006-11-12
8572,E,8.0,0.0,3.0,2006-11-11
8573,E,8.0,8.0,0.0,2006-11-10
8574,E,0.0,8.0,8.0,2006-11-09
8575,E,1.0,1.0,5.0,2006-11-08
8576,E,0.0,7.0,5.0,2006-11-07
8577,E,5.0,7.0,9.0,2006-11-06
8578,E,9.0,9.0,4.0,2006-11-05
8579,E,9.0,6.0,9.0,2006-11-04
8580,E,4.0,1.0,8.0,2006-11-03
8581,E,6.0,8.0,5.0,2006-11-02
8582,E,1.0,7.0,9.0,2006-11-01
8583,E,4.0,0.0,2.0,2006-10-31
8584,E,5.0,0.0,5.0,2006-10-30
8585,E,6.0,2.0,9.0,2006-10-29
8586,E,6.0,8.0,9.0,2006-10-28
8587,E,2.0,9.0,3.0,2006-10-27
8588,E,1.0,8.0,4.0,2006-10-26
8589,E,8.0,8.0,3.0,2006-10-25
8590,E,6.0,3.0,2.0,2006-10-24
8591,E,8.0,5.0,4.0,2006-10-23
8592,E,7.0,9.0,0.0,2006-10-22
8593,E,2.0,9.0,6.0,2006-10-21
8594,E,2.0,1.0,9.0,2006-10-20
8595,E,3.0,9.0,1.0,2006-10-19
8596,E,4.0,9.0,0.0,2006-10-18
8597,E,8.0,7.0,6.0,2006-10-17
8598,E,3.0,0.0,5.0,2006-10-16
8599,E,3.0,7.0,5.0,2006-10-15
8600,E,7.0,5.0,2.0,2006-10-14
8601,E,6.0,4.0,7.0,2006-10-13
8602,E,4.0,4.0,3.0,2006-10-12
8603,E,0.0,3.0,1.0,2006-10-11
8604,E,0.0,5.0,9.0,2006-10-10
8605,E,0.0,7.0,4.0,2006-10-09
8606,E,5.0,9.0,3.0,2006-10-08
8607,E,8.0,4.0,1.0,2006-10-07
8608,E,3.0,3.0,1.0,2006-10-06
8609,,,,,
